"ID","Symbol","MeanExpression","Metagene","Module","Chromosome","Description"
"Vitvi08g00972","Vitvi08g00972",3.97612588450088,"13 x 37","","8 ","Catalysis of a biochemical reaction at physiological temperatures. In biologically catalyzed reactions, the reactants are known as substrates, and the catalysts are naturally occurring macromolecular substances known as enzymes. Enzymes possess specific binding sites for substrates, and are usually composed wholly or largely of protein, but RNA that has catalytic activity (ribozyme) is often also regarded as enzymatic."
"Vitvi13g00658","Vitvi13g00658",2.42613387088966,"13 x 37","","13 ","The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane."
"Vitvi14g02034","Vitvi14g02034",2.61150500158731,"13 x 37","","14 ",""
"Vitvi19g00588","Vitvi19g00588",3.96344410957711,"13 x 37","","19 ","Binding to a metal ion."
"Vitvi01g01708","Vitvi01g01708",1.58691854622302,"14 x 37","","1 ","Binding to a chaperone protein, a class of proteins that bind to nascent or unfolded polypeptides and ensure correct folding or transport."
"Vitvi02g00291","Vitvi02g00291",4.22128561773923,"14 x 37","","2 ","A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent."
"Vitvi11g01309","Vitvi11g01309",5.27717012789155,"14 x 37","","11 ","A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent."
"Vitvi14g00174","Vitvi14g00174",3.72547601899188,"14 x 37","","14 ","A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of cytoskeletal structures comprising actin filaments and their associated proteins."
"Vitvi18g03257","Vitvi18g03257",2.22697940552447,"14 x 37","","18 ","The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane."
"Vitvi01g01621","Vitvi01g01621",3.99220383779999,"15 x 37","","1 ","Binding to a protein."
"Vitvi02g00715","Vitvi02g00715",2.58774820546041,"15 x 37","","2 ","Binding to a metal ion."
"Vitvi08g01548","Vitvi08g01548",0.823298178494977,"15 x 37","","8 ","Catalysis of the transfer of a glycosyl group from one compound (donor) to another (acceptor)."
"Vitvi09g00056","Vitvi09g00056",3.58478423089557,"15 x 37","","9 ","A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent."
"Vitvi10g00484","Vitvi10g00484",3.86876375327263,"15 x 37","","10 ","A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it."
"Vitvi15g01046","Vitvi15g01046",2.06224819958154,"15 x 37","","15 ","The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane."
"Vitvi18g02653","",2.72751517006963,"15 x 37",""," ",""
"Vitvi19g00675","Vitvi19g00675",3.03715664160055,"15 x 37","","19 ","Binding to an RNA molecule or a portion thereof."
"Vitvi00g01069","",3.28520488207778,"16 x 37",""," ",""
"Vitvi10g02382","Vitvi10g02382",3.28497853404298,"16 x 37","","10 ","Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a heat stimulus, a temperature stimulus above the optimal temperature for that organism."
"Vitvi04g00066","Vitvi04g00066",5.23752866541484,"16 x 37","","4 ","A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent."
"Vitvi06g00687","Vitvi06g00687",3.49149781008643,"16 x 37","","6 ","Binding to a protein."
"Vitvi07g00565","Vitvi07g00565",2.05113785055809,"16 x 37","","7 ","Binding to ATP, adenosine 5'-triphosphate, a universally important coenzyme and enzyme regulator."
"Vitvi08g01807","Vitvi08g01807",5.06443258228822,"16 x 37","","8 ",""
"Vitvi09g00124","",1.84265288758104,"16 x 37",""," ",""
"Vitvi12g02331","Vitvi12g02331",1.50901591098905,"16 x 37","","12 ","Binding to a protein."
"Vitvi12g00425","Vitvi12g00425",3.55226603315425,"16 x 37","","12 ","Binding to a protein."
"Vitvi13g01416","Vitvi13g01416",3.77189363390541,"16 x 37","","13 ","Catalysis of the hydrolysis of any carbon-nitrogen bond, C-N, with the exception of peptide bonds."
"Vitvi14g03001","Vitvi14g03001",3.26746542361172,"16 x 37","","14 ",""
"Vitvi14g00266","Vitvi14g00266",4.02001886340676,"16 x 37","","14 ",""
"Vitvi16g01382","Vitvi16g01382",3.08147872024304,"16 x 37","","16 ","Binding to a metal ion."
"Vitvi18g02242","Vitvi18g02242",3.4771093863137,"16 x 37","","18 ",""
"Vitvi02g00023","Vitvi02g00023",3.57097302088361,"17 x 37","","2 ","A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent."
"Vitvi05g00891","Vitvi05g00891",4.94644983869225,"17 x 37","","5 ","Catalysis of an oxidation-reduction (redox) reaction, a reversible chemical reaction in which the oxidation state of an atom or atoms within a molecule is altered. One substrate acts as a hydrogen or electron donor and becomes oxidized, while the other acts as hydrogen or electron acceptor and becomes reduced."
"Vitvi07g02707","Vitvi07g02707",3.18136281629668,"17 x 37","","7 ","A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent."
"Vitvi08g01134","Vitvi08g01134",5.62131585831194,"17 x 37","","8 ","A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent."
"Vitvi12g00097","Vitvi12g00097",4.55661953907549,"18 x 37","","12 ","Catalysis of an oxidation-reduction (redox) reaction, a reversible chemical reaction in which the oxidation state of an atom or atoms within a molecule is altered. One substrate acts as a hydrogen or electron donor and becomes oxidized, while the other acts as hydrogen or electron acceptor and becomes reduced."
"Vitvi15g01640","Vitvi15g01640",6.02812483518801,"18 x 37","","15 ","The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane."
"Vitvi06g01348","Vitvi06g01348",3.52681744511973,"19 x 37","","6 ","The nonsense-mediated decay pathway for nuclear-transcribed mRNAs degrades mRNAs in which an amino-acid codon has changed to a nonsense codon; this prevents the translation of such mRNAs into truncated, and potentially harmful, proteins."
"Vitvi08g01113","Vitvi08g01113",2.58072019300794,"19 x 37","","8 ","Binding to a zinc ion (Zn)."
"Vitvi11g00474","Vitvi11g00474",3.62784436015462,"19 x 37","","11 ",""
"Vitvi13g01605","",1.24133025029802,"19 x 37",""," ",""
"Vitvi14g00679","Vitvi14g00679",5.53772982755527,"19 x 37","","14 ","A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it."
"Vitvi14g01760","Vitvi14g01760",4.6568927033141,"19 x 37","","14 ","The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane."
"Vitvi15g00907","Vitvi15g00907",4.96537490240891,"19 x 37","","15 ","The cellular process in which a signal is conveyed to trigger a change in the activity or state of a cell. Signal transduction begins with reception of a signal (e.g. a ligand binding to a receptor or receptor activation by a stimulus such as light), or for signal transduction in the absence of ligand, signal-withdrawal or the activity of a constitutively active receptor. Signal transduction ends with regulation of a downstream cellular process, e.g. regulation of transcription or regulation of a metabolic process. Signal transduction covers signaling from receptors located on the surface of the cell and signaling via molecules located within the cell. For signaling between cells, signal transduction is restricted to events at and within the receiving cell."
"Vitvi10g00328","",2.58639362444648,"20 x 37",""," ",""
"Vitvi02g01276","Vitvi02g01276",4.67670898531398,"20 x 37","","2 ",""
"Vitvi03g00521","Vitvi03g00521",4.38201799111291,"20 x 37","","3 ","Catalysis of the transfer of ubiquitin to a substrate protein via the reaction X-ubiquitin + S -> X + S-ubiquitin, where X is either an E2 or E3 enzyme, the X-ubiquitin linkage is a thioester bond, and the S-ubiquitin linkage is an amide bond: an isopeptide bond between the C-terminal glycine of ubiquitin and the epsilon-amino group of lysine residues in the substrate or, in the linear extension of ubiquitin chains, a peptide bond the between the C-terminal glycine and N-terminal methionine of ubiquitin residues."
"Vitvi04g00431","Vitvi04g00431",5.48445383100317,"20 x 37","","4 ","A transcription coregulator activity that represses or decreases the transcription of specific gene sets via binding to a DNA-bound DNA-binding transcription factor, either on its own or as part of a complex. Corepressors often act by altering chromatin structure and modifications. For example, one class of transcription corepressors modifies chromatin structure through covalent modification of histones. A second class remodels the conformation of chromatin in an ATP-dependent fashion. A third class modulates interactions of DNA-bound DNA-binding transcription factors with other transcription coregulators."
"Vitvi10g00679","Vitvi10g00679",1.7002889608019,"20 x 37","","10 ","The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane."
"Vitvi12g00310","Vitvi12g00310",3.3544268753745,"20 x 37","","12 ","Catalysis of the transfer of a group, e.g. a methyl group, glycosyl group, acyl group, phosphorus-containing, or other groups, from one compound (generally regarded as the donor) to another compound (generally regarded as the acceptor). Transferase is the systematic name for any enzyme of EC class 2."
"Vitvi17g00640","Vitvi17g00640",4.54897746052764,"20 x 37","","17 ","A conserved series of molecular signals found in prokaryotes and eukaryotes; involves autophosphorylation of a histidine kinase and the transfer of the phosphate group to an aspartate that then acts as a phospho-donor to response regulator proteins."
"Vitvi18g00678","Vitvi18g00678",3.2539237018804,"20 x 37","","18 ","The contents of a cell excluding the plasma membrane and nucleus, but including other subcellular structures."
"Vitvi18g00015","Vitvi18g00015",4.21031962917005,"20 x 37","","18 ","The chemical reactions and pathways resulting in the breakdown of RNA, ribonucleic acid, one of the two main type of nucleic acid, consisting of a long, unbranched macromolecule formed from ribonucleotides joined in 3',5'-phosphodiester linkage."
"Vitvi10g00445","",5.0234668112714,"21 x 37",""," ",""
"Vitvi07g00486","Vitvi07g00486",2.94594122947774,"21 x 37","","7 ","Binding to a protein."
